PaschaOffset,Date,Category,Type,English,Greek
,,,,Hieromartyr Paphnutios,Παφνουτίου ἱερομάρτυρος
,,,,Martyr Theodore and his companios,Θεοδώρου μάρτυρος & τῶν σὺν αὐτῷ
,,,,,
,,,,Theodore Trichinas (of the Hair-shirt),Θεοδώρου τοῦ Τριχινᾶ
,,,,Apostle Zacchaios of the 70,Ζακχαίου ἀπ. ἐκ τῶν 70
,,,,,
,,,,Hieromartyr Januarios,Ἰανουαρίου ἱερομάρτυρος
,,,,Ven. Anastasios of Sinai,Ἀναστασίου ὁσίου τοῦ Σιναΐτου
,,,,Martyr Alexandra the Empress,"Ἀλεξάνδρας μαρτ., Βασιλίσσης"
,,,,,
,,,,Apostle Nathaniel,Ναθαναὴλ τοῦ ἀποστόλου
,,,,Theodore the Sykeot,Θεοδώρου τοῦ Συκεώτου
,,,,,
,,,,Great-martyr George,Γεωργίου μεγαλομάρτυρος
,,,,Martyrs Anatolios & Protoleon,Ἀνατολίου & Πρωτολέοντος τῶν μαρτύρων
,,,,,
,,,,Elizabeth the Wonder-worker,Ἐλισάβετ τῆς θαυματουργοῦ
,,,,"Thomas, fool-for-Christ of Syria",Θωμᾶ τοῦ διὰ Χριστὸν σαλοῦ
,,,,,
,,,,Apostle & Evangelist Mark,Μάρκου τοῦ ἀποστόλου & Εὐαγγελιστοῦ
,,,,"Macedonios, patriarch of Constantinople","Μακεδονίου, Πατρ. ΚΠόλεως"
,,,,,
,,Movable,,Sunday of the Myrrh-bearers,Τῶν Μυροφόρων
,,,,"Hieromartyr Basil, bishop of Amasea","Βασιλέως ἱερομ., ἐπ. Ἀμασείας"
,,,,Glaphyra of Nicomedia,Γλαφύρας τῆς Νικομηδείας
,,,,,
,,,,"Hieromartyr Symeon, bishop of Jerusalem, Kinsman of the Lord","Συμεὼν ἱερομάρτυρος τοῦ ἀδελφοθέου, ἐπ. Ἱεροσολύμων"
,,,,,
,,,,Nine Martyrs of Cyzicos,Τῶν ἐν Κυζίκῳ 9 μαρτύρων
,,,,"Auxibios, bishop of Soli in Cyprus","Αὐξιβίου, ἐπ. Σόλων Κύπρου"
,,,,,
,,,,Apostles Jason and Sosipater of the 70,"Ἰάσωνος & Σωσιπάτρου, ἐκ τῶν 70 ἀποστόλων"
,,,,Metr. Basil of Ostrog,"Βασιλείου, μητροπ. Ὀστρόγκ"
,,,,,
,,,,"Apostle James, brother of St. John the Theologian","Ἰακώβου ἀποστόλου, ἀδελφοῦ Ἰωάννου τοῦ Θεολόγου"
,,,,,
May,2025-05-01,,,Prophet Jeremiah,Ἱερεμίου τοῦ προφήτου
,2025-05-02,,,"Tamara, Queen of Georgia","Ταμάρας, βασιλίσσης Γεωργίας"
,2025-05-03,,,Ven. Isidora,Ἰσιδώρας ὁσίας
,2025-05-04,,,,
,2025-05-05,,,Translation of the relics of Athanasios the Great,Ἀνακομιδὴ τῶν λειψάνων Ἀθανασίου τοῦ Μεγάλου
,2025-05-06,,,Matrona of Moscow,Ματρώνης τῆς Μόσχας
,2025-05-07,,,,
,2025-05-08,Movable,,Sunday of the Paralytic,Τοῦ Παραλύτου
,2025-05-09,,,Martyrs Timothy & Maura,Τιμοθέου & Μαύρας μαρτύρων
,2025-05-10,,,"Peter, bishop of Argos","Πέτρου, ἀρχιεπισκόπου Ἄργους"
,2025-05-11,,,,
,2025-05-12,,,Virgin-martyr Pelagia,Πελαγίας παρθενομάρτυρος
,2025-05-13,,,Ven. Nikiphoros of Medikion,"Νικηφόρου ὁσίου, τοῦ Μηδικίου"
,2025-05-14,,,,
,2025-05-15,,,Great Virgin-martyr Irene,Εἰρήνης μεγαλομάρτυρος
,2025-05-16,,,New Monk-martyr Ephraim of Nea Makri,Ἐφραίμ μεγαλομάρτυρος τοῦ νέου
,2025-05-17,,,,
,2025-05-18,Movable,,Mid-Pentecost,Μεσοπεντηκοστή
,2025-05-19,,,Righteous Job the Much-Suffering,Ἰὼβ τοῦ δικαίου καὶ πολυάθλου
,2025-05-20,,,Ven. Seraphim of Mt. Dombos,Σεραφεὶμ ὁσίου τοῦ ἐν Δομβῷ
,2025-05-21,,,,
,2025-05-22,,,Commemoration of the apparition of the Sign of the Cross over Jerusalem,Ἀνάμνησις τοῦ ἐν τῷ οὐρανῷ τῆς Ἱερουσαλὴμ φανέντος σημείου τοῦ Τιμίου Σταυροῦ
,2025-05-23,,,,
,2025-05-24,,,Evangelist John the Theologian,Ἰωάννου τοῦ Θεολόγου & Εὐαγγελιστοῦ
,2025-05-25,,,Arsenios the Great,Ἀρσενίου τοῦ Μεγάλου
,2025-05-26,,,,
,2025-05-27,,,Prophet Isaiah,Ἡσαΐου τοῦ προφήτου
,2025-05-28,,,Great-martyr Christopher,Χριστοφόρου μεγαλομάρτυρος
,2025-05-29,,,,
,2025-05-30,Movable,,Sunday of the Samaritan Woman,Τῆς Σαμαρείτιδος
,2025-05-31,,,Ap. Simon the Zealot,Σίμωνος ἀποστόλου τοῦ Ζηλωτοῦ
,,,,Ven. Laurence,Λαυρεντίου ὁσίου
,,,,,
,,,,Hieromartyr Mokios,Μωκίου ἱερομάρτυρος
,,,,"Cyril and Methodios, Apostles to the Slavs","Κυρίλλου & Μεθοδίου, φωτιστῶν τῶν Σλάβων"
,,,,,
,,,,"Epiphanios, bishop of Cyprus","Ἐπιφανίου, ἐπισκόπου Κύπρου"
,,,,"Germanos, patriarch of Constantinople","Γερμανοῦ, Πατρ. ΚΠόλεως"
,,,,,
,,,,Virgin-martyr Glykeria,Γλυκερίας παρθενομάρτυρος
,,,,Sergios the Confessor,Σεργίου τοῦ ὁμολογητοῦ
,,,,,
,,,,Hieromartyr Therapon,Θεράποντος ἱερομάρτυρος
,,,,Martyr Isidore of Chios,Ἰσιδώρου μάρτυρος τοῦ ἐν Χίῳ
,,,,,
,,,,Pachomios the Great,Παχωμίου τοῦ Μεγάλου
,,,,"Achillios, archbishop of Larissa","Ἀχιλλίου, ἀρχιεπ. Λαρίσης"
,,,,,
,,,,Theodore the Sanctified,Θεοδώρου τοῦ ἡγιασμένου
,,,,"Alexander, archbishop  of Jerusalem","Ἀλεξάνδρου, άρχιεπισκόπου Ἱεροσολύμων"
,,,,,
,,Movable,,Sunday of the Blind Man,Τοῦ Τυφλοῦ
,,,,Apostles Andronicos & Junia of the 70,Ἀνδρονίκου & Ἰουνίας ἐκ τῶν 70 ἀποστόλων
,,,,,
,,,,Martyr Peter & his compan.,Πέτρου & τῶν σὺν αὐτῷ μαρτύρων
,,,,Martyr Theodotos & his  companions,Θεοδότου & τῶν σὺν αὐτῷ μαρτύρων
,,,,,
,,,,Hieromartyr Patrick of Prusa & his companions,Πατρικίου ἱερομάρτυρος Προύσης & τῶν σὺν αὐτῷ μαρτύρων
,,,,,
,,Movable,,Leave-Taking of Pascha,Ἡ Ἀπόδοσις τοῦ Πάσχα
,,,,Martyr Thalelaeos & his companions,Θαλλελαίου μάρτυρος & τῶν σὺν αὐτῷ
,,,,Translation of relics of St. Nicholas the Wonderworker,Ἀνακομιδὴ τῶν λειψάνων τοῦ Ἁγ. Νικολάου τοῦ θαυματουργοῦ
,,,,,
,,Movable,,Ascension of Our Lord,Ἡ Ἀνάληψις τοῦ Κυρίου
,,,,"Great Sovereigns Constantine & Helen, Equals-to-the-Apostles",Κωνσταντίνου & Ἑλένης τῶν μεγάλων Βασιλέων & ἰσαποστόλων
,,,,,
,,,,Martyr Basiliscos,Βασιλίσκου μάρτυρος
,,,,Commemoration of the Fathers of the 2nd Ecumenical Council,Μνήμη τῶν Πατέρων τῆς Β΄ Οἰκουμενικῆς Συνόδου
,,,,,
,,,,"Michael the Confessor, bishop of Synnada","Μιχαὴλ ὁμολογητοῦ, ἐπ. Συννάδων"
,,,,Myrrh-bearer Mary of Kleopas,Μαρίας μυροφόρου τοῦ Κλωπᾶ
,,,,,
,,Movable,,Fathers of the 1st Ecumenical Council,Τῶν ἁγίων Πατέρων τῆς  Α΄ Οἰκουμ. Συνόδου
,,,,Ven. Symeon Stylite of the Wondrous Mountain,Συμεὼν ὁσ. τοῦ Θαυμαστορείτου
,,,,Ven. Vincent of Lerins,"Βικεντίου ὁσ., τῆς Λερένης"
,,,,,
,,,,3rd Finding of the Precious Head of St. John the Baptist,Γ΄ εὕρεσις τῆς τιμίας κεφαλῆς Ἰωάννου τοῦ Προδρόμου
,,,,,
,,,,Apostles Carpos & Alphaeos of the 70,Κάρπου & Ἀλφαίου ἀποστόλων ἐκ τῶν 70
,,,,,
,,,,"John the Russian, the Confessor",Ἰωάννου ὁμολογητοῦ τοῦ Ρώσσου
,,,,Hieromartyr Helladios,Ἑλλαδίου ἱερομάρτυρος
,,,,,
,,,,"Hieromartyr Eutyches, bishop of Melitene","Εὐτυχοῦς ἱερομάρτυρος, ἐπισκ. Μελιτηνῆς"
,,,,Andrew the fool-for-Christ,Ἀνδρέου τοῦ διὰ Χριστὸν σαλοῦ
,,,,,
,,,,Virgin-martyr Theodosia,Θεοδοσίας παρθενομάρτυρος
,,,,Ven. Ypomoni,Ὑπομονῆς ὁσίας
,,,,,
,,Movable,,Soul Saturday,Ψυχοσάββατον
,,,,Ven. Isaakios of Constantinople,Ἰσαακίου ὁσίου ΚΠόλεως
,,,,"Emmelia, mother of St. Basil the Great","Ἐμμελείας, μητρὸς τοῦ Μεγ. Βασιλείου"
,,,,,
,,Movable,,Pentecost,Πεντηκοστή
,,,,Martyr Hermias,Ἑρμείου μάρτυρος
,,,,Five martyrs of Ascalon,Τῶν ἐν Ἀσκάλωνι 5 μαρτύρων
,,,,,
June,2025-06-01,Movable,,Day of the Holy Spirit,Τοῦ Ἁγίου Πνεύματος
,2025-06-02,,,Martyr Justin the Philosopher,Ἰουστίνου τοῦ φιλοσόφου & μάρτυρος
,2025-06-03,,,Ven. Agapitos of Kiev,Ἀγαπητοῦ ὁσίου τοῦ Κιέβου
,2025-06-04,,,,
,2025-06-05,,,"Nikiphoros, patriarch of Constantinople","Νικηφόρου, Πατρ. ΚΠόλεως"
,2025-06-06,,,Hieromartyr Erasmos,Ἐράσμου ἱερομάρτυρος
,2025-06-07,,,,
,2025-06-08,,,Martyr Lucillian and his companions & Paula the Virgin,Λουκιλλιανοῦ & τῶν σὺν αὐτῷ μαρτύρων & Παύλης τῆς παρθένου
,2025-06-09,,,,
,2025-06-10,,,"Metrophanis, patriarch of Constantinople","Μητροφάνους, Πατρ. ΚΠόλεως"
,2025-06-11,,,"Martha & Mary, sisters of Lazaros","Μάρθας & Μαρίας, ἀδελφῶν τοῦ Λαζάρου"
,2025-06-12,,,,
,2025-06-13,,,"Hieromartyr Dorotheos, bishop of Tyre","Δωροθέου ἱερομάρ., ἐπ. Τύρου"
,2025-06-14,,,Martyr Nicander,Νικάνδρου μάρτυρος
,2025-06-15,,,,
,2025-06-16,,,Ven. Ilarion of Dalmatian Monastery,Ἱλαρίωνος ὁσίου Μ. Δαλμάτων
,2025-06-17,,,Martyr Gelasios,Γελασίου μάρτυρος
,2025-06-18,,,,
,2025-06-19,Movable,,All Saints,Τῶν Ἁγίων Πάντων
,2025-06-20,,,Hieromartyr Theodotos of Ancyra,Θεοδότου ἱερομάρτυρος Ἀγκύρας
,2025-06-21,,,Martyr Zenaida,Ζηναΐδος μάρτυρος
,2025-06-22,,,,
,2025-06-23,Movable,,Apostles’ Fast Begins,Ἀρχὴ νηστείας τῶν ἀποστόλων
,2025-06-24,,,Translation of the relics of Great-martyr Theodore the General,Ἀνακομιδὴ τῶν λειψάνων Θεοδώρου τοῦ Στρατηλάτου
,2025-06-25,,,Martyr Calliopi,Καλλιόπης μάρτυρος
,2025-06-26,,,,
,2025-06-27,,,"Cyril, archbishop of Alexandria","Κυρίλλου, ἀρχιεπ. Ἀλεξανδρείας"
,2025-06-28,,,Virgin-martyrs Thekla & 4 companions,Θέκλης & 4 παρθενομαρτύρων
,2025-06-29,,,,
,2025-06-30,,,Martyrs Alexander & Antonina,Ἀλεξάνδρου & Ἀντωνίνης τῶν μαρτύρων
,,,,Ven. Theophanis & Pansemni,Θεοφάνους & Πανσέμνης ὁσίων
,,,,,
,,,,Ap. Bartholomew & Barnabas,Βαρθολομαίου & Βαρνάβα ἀπ.
,,,,Icon of the Theotokos “It Is Meet”,Εἰκόνος τῆς Παναγίας τοῦ “Ἄξιόν ἐστιν”
,,,,"Luke, archb. of Simferopol","Λουκᾶ, ἀρχιεπ. Συμφερουπόλεως"
,,,,,
,,,,Onuphrios the Great,Ὀνουφρίου τοῦ Μεγάλου
,,,,Ven. Peter of Mt. Athos,Πέτρου ὁσίου τοῦ Ἀθωνίτου
,,,,,
,,,,Martyr Aquilina,Ἀκυλίνης μάρτυρος
,,,,"Antipater, bishop of Bostra","Ἀντιπάτρου, ἐπισκόπου Βόστρων"
,,,,,
,,Movable,,Athonite Fathers,Τῶν Ἁγιορειτῶν  Πατέρων·
,,Movable,,All Saints of N. America,Τῶν Ἁγίων τῆς Βορείου Ἀμερικῆς
,,,,Prophet Elisha,Ἐλισσαίου τοῦ προφήτου
,,,,"Methodios, patriarch of Constantinople",Μεθοδίου Πατρ. ΚΠόλεως
,,,,,
,,,,Prophet Amos,Ἀμὼς τοῦ προφήτου
,,,,Augustine & his mother Monica,Αὐγουστίνου ἐπ. Ἱππῶνος & Μονίκης τῆς μητρὸς αὐτοῦ
,,,,Ven. Jerome of Stridon,Ἱερωνύμου ὁσίου τοῦ ἐν Στριδώνι
,,,,,
,,,,"Tikhon, bishop of Amathus of Cyprus","Τύχωνος, ἐπισκόπου Ἀμαθοῦντος τῆς Κύπρου"
,,,,,
,,,,"Martyrs Manuel, Sabel & Ismael","Μανουήλ, Σαβὲλ & Ἰσμαὴλ τῶν μαρτύρων"
,,,,,
,,,,"Martyrs Leontios, Hypatios & Theodulos","Λεοντίου, Ὑπατίου & Θεοδούλου τῶν μαρτύρων"
,,,,,
,,,,"Apostle Jude, the Lord’s brother",Ἰούδα ἀποστόλου τοῦ ἀδελφοθέου
,,,,Paisios the Great,Παϊσίου τοῦ Μεγάλου
,,,,,
,,,,Hieromartyr Methodios of Patara,Μεθοδίου ἱερομάρτ. Πατάρων
,,,,Nicholas Cabasilas,Νικολάου τοῦ Καβάσιλα
,,,,,
,,Movable,,New Martyrs,Τῶν Ἁγίων Νεομαρτύρων
,,,,Martyr Julian of Tarsus,"Ἰουλιανοῦ μάρτ., τοῦ Ταρσέως"
,,,,"Hierom. Terence, bishop of Iconium","Τερεντίου ἱερομάρτυρος, ἐπισκόπου Ἰκονίου"
,,,,,
,,,,Hieromartyr Eusebios of Samosata,Εὐσεβίου ἱερομ. Σαμοσάτων
,,,,Martyrs Zeno & Zenas,Ζήνωνος & Ζηνᾶ τῶν μαρτύρων
,,,,,
,,,,Virgin-martyr Agrippina,Ἀγριππίνης μάρτυρος
,,,,Vladimir Icon of the Theotokos,Εἰκόνος τῆς Παναγίας “τοῦ Βλαδιμήρ”
,,,,,
,,,,Nativity of John the Baptist & Forerunner,Γενέσιον Ἰωάννου τοῦ Προδρόμου & Βαπτιστοῦ
,,,,,
,,,,Virgin-martyr Fevronia,Φεβρωνίας παρθενομάρτυρος
,,,,Ven. Dionysios & Dometios of Mt. Athos,"Διονυσίου & Δομετίου ὁσίων, τῶν ἐν Ἄθῳ"
,,,,,
,,,,Ven. David of Thessalonica,Δαβίδ ὁσίου τοῦ ἐν Θεσσαλονίκῃ
,,,,"John, bishop of Gotthia","Ἰωάννου, ἐπισκόπου Γοτθίας"
,,,,,
,,,,Ven. Sampson the Hospitable,Σαμψὼν ὁσίου τοῦ Ξενοδόχου
,,,,Joanna the Myrrh-bearer,Ἰωάννας τῆς μυροφόρου
,,,,,
,,Movable,,4th Sunday of Matthew,Δ΄ Ματθαίου
,,,,Finding of the relics of Unmercenaries Cyrus & John,Ἀνακομιδὴ λειψάνων Κύρου & Ἰωάννου τῶν Ἀναργύρων
,,,,,
,,,,Apostles Peter & Paul,Πέτρου & Παύλου τῶν Πρωτοκορυφαίων Ἀποστόλων
,,,,,
,,,,Synaxis of the 12 Apostles,Ἡ σύναξις τῶν 12 Ἀποστόλων
,,,,,
July,2025-07-01,,,Unmercenaries Cosmas & Damian,Κοσμᾶ & Δαμιανοῦ τῶν Ἀναργύρων
,2025-07-02,,,,
,2025-07-03,,,Placing of Precious Robe of Theotokos in Blachernae,Κατάθεσις τῆς Τιμίας Ἐσθῆτος τῆς Θεοτόκου ἐν Βλαχέρναις
,2025-07-04,,,"John Maximovitch, archb. of San Francisco","Ἰωάννου Μαξίμοβιτς, ἀρχιεπ. Σὰν Φραντσίσκο"
,2025-07-05,,,,
,2025-07-06,,,Martyr Hyacinth,Ὑακίνθου μάρτυρος
,2025-07-07,,,"Anatolios, patriarch of Constantinople","Ἀνατολίου, Πατρ. ΚΠόλεως"
,2025-07-08,,,,
,2025-07-09,,,"Andrew, archbishop of Crete","Ἀνδρέου, ἀρχιεπισκόπου Κρήτης"
,2025-07-10,,,"Hieromartyr Theodore, bishop of Cyrene","Θεοδώρου ἱερομ., ἐπ. Κυρήνης"
,2025-07-11,,,,
,2025-07-12,Movable,,5th Sunday of Matthew,Ε΄ Ματθαίου
,2025-07-13,,,Athanasios of Athos,Ἀθανασίου τοῦ Ἀθωνίτου
,2025-07-14,,,Ven. Lampados,Λαμπαδοῦ ὁσίου
,2025-07-15,,,,
,2025-07-16,,,Sisoes the Great,Σισώη τοῦ Μεγάλου
,2025-07-17,,,Virgin-martyr Lucia,Λουκίας τῆς παρθενομάρτυρος
,2025-07-18,,,,
,2025-07-19,,,Great-martyr Kyriaki,Κυριακῆς μεγαλομάρτυρος
,2025-07-20,,,Ven. Thomas of Mt. Maleon,Θωμᾶ ὁσίου τοῦ ἐν Μαλεῷ
,2025-07-21,,,,
,2025-07-22,,,Great-martyr Procopios,Προκοπίου μεγαλομάρτυρος
,2025-07-23,,,Ven. Theophilos the Myrrhgusher of Mt. Athos,"Θεοφίλου μυροβλύτου, τοῦ Ἀθωνίτου"
,2025-07-24,,,,
,2025-07-25,,,Hieromartyr Pancratios of Taormina,"Παγκρατίου ἱερομάρτυρος, ἐπισκόπου Ταυρομενίας"
,2025-07-26,,,,
,2025-07-27,,,45 Martyrs of Nicopolis in Armenia,Τῶν ἐν Νικοπόλει τῆς Ἀρμενίας 45 μαρτύρων
,2025-07-28,,,Anthony of Kiev Caves,Ἀντωνίου τῶν Σπηλαίων Κιέβου
,2025-07-29,,,,
,2025-07-30,,,Great-martyr Euphemia,Εὐφημίας μεγαλομάρτυρος
,2025-07-31,,,"Princess Olga, Equal-to-the-Apostles",Ὄλγας Βασιλίσσης τῆς ἰσαποστ.
,,,,Ven. Sophrony of Essex,Σωφρονίου ὁσίου τοῦ Ἔσσεξ
,,,,,
,,Movable,,6th Sunday of Matthew,ΣΤ΄ Ματθαίου
,,,,Martyrs Proclos & Hilary,Πρόκλου & Ἱλαρίου μαρτύρων
,,,,"Veronica, woman with the issue of blood",Βερονίκης τῆς αἱμορροούσης
,,,,Ven. Paisios of Mt. Athos,Παϊσίου ὁσίου τοῦ Ἀθωνίτου
,,,,,
,,,,Synaxis of the Archangel Gabriel,Ἡ σύναξις Ἀρχαγγέλου Γαβριὴλ
,,,,Ven. Stephen of St. Sabba’s Monastery,Στεφάνου ὁσίου τοῦ Σαββαΐτου
,,,,,
,,,,Apostle Aquila of the 70,Ἀκύλα ἀποστόλου ἐκ τῶν 70
,,,,Ven. Nikodemos of Mt. Athos,Νικοδήμου ὁσίου τοῦ Ἁγιορείτου
,,,,,
,,,,Martyrs Kyricos & Julitta,Κηρύκου & Ἰουλίττης μαρτύρων
,,,,"Prince Vladimir, Eq.-to-the-Apostles","Βλαδιμήρου πρίγκηπος τῆς Ρωσσίας, τοῦ ἰσαποστόλου"
,,,,,
,,,,Hierom. Athenogenes & his disciples,Ἀθηνογένους ἱερομάρτυρος & τῶν σὺν αὐτῷ
,,,,,
,,,,Great-martyr Marina,Μαρίνης μεγαλομάρτυρος
,,,,Royal Martyrs of Russia,Τῶν Βασιλομαρτύρων τῆς Ρωσσίας
,,,,,
,,,,Martyr Emilian,Αἰμιλιανοῦ μάρτυρος
,,,,Ven. Pambo,Παμβὼ τοῦ ὁσίου
,,,,Martyrs Grand Duchess Elizabeth & Nun Barbara,Ἐλισάβετ τῆς Μεγάλης Δουκίσσης & Βαρβάρας μοναχῆς τῶν μαρτύρων
,,,,,
,,Special,,Holy Fathers of 4th Ecumenical Council,Τῶν ἁγ. Πατέρων τῆς Δ΄ Οἰκ. Συνόδου
,,,,"Ven. Macrina, sister of St. Basil the Great","Μακρίνης ὁσίας, ἀδελφῆς τοῦ Μεγάλου Βασιλείου"
,,,,Translation of the relics of St. Seraphim of Sarov,Ἀνακ. λειψ. Σεραφεὶμ τοῦ Σαρώφ
,,,,,
,,,,Prophet Elijah,Ἠλιοὺ προφήτου τοῦ Θεσβίτου
,,,,,
,,,,Ven. Symeon fool-for-Christ & John,Συμεὼν τοῦ διὰ Χριστὸν σαλοῦ & Ἰωάννου τῶν ὁσίων
,,,,Ven. Onuphrios of Kiev Caves,Ὀνουφρίου ὁσίου τῶν Σπηλαίων τοῦ Κιέβου
,,,,,
,,,,Virgin-martyr Marcella,Μαρκέλλης παρθενομάρτυρος
,,,,,
,,,,Trans. of the relics of hieromartyr Phocas,Ἀνακ. λειψ. Φωκᾶ ἱερομάρτυρος
,,,,Prophet Ezekiel,Ἰεζεκιὴλ τοῦ προφήτου
,,,,,
,,,,Great-martyr Christina,Χριστίνης μεγαλομάρτυρος
,,,,Passionbearers Boris & Gleb,"Βόριδος & Γκλέμπ ἀθλοφόρων, τῶν Ρώσσων"
,,,,,
,,,,Olympiada the Deaconess,Ὀλυμπιάδος τῆς διακόνου
,,,,Ven. Efpraxia,Εὐπραξίας ὁσίας
,,,,,
,,Movable,,8th Sunday of Matthew,Η΄ Ματθαίου
,,,,Hierom. Hermolaos & his companions,Ἑρμολάου ἱερομάρτυρος & τῶν σὺν αὐτῷ
,,,,Martyr Parasceva,Παρασκευῆς ὁσιομάρτυρος
,,,,,
,,,,Great-martyr & healer Panteleimon,Παντελεήμονος μεγαλομάρτυρος & ἰαματικοῦ
,,,,Ven. Anthousa the Confessor,Ἀνθούσης ὁσ. τῆς ὁμολογητρίας
,,,,,
,,,,"Prochoros, Nicanor, Timon & Parmenas, Deacons & Apostles of the 70","Προχόρου, Νικάνορος, Τίμωνος,  Παρμενᾶ, τῶν διακόνων & ἀποστόλων ἐκ τῶν 70"
,,,,Irene of Chrysovalantou,Εἰρήνης Χρυσοβαλάντου
,,,,,
,,,,Martyr Kallinikos,Καλλινίκου μάρτυρος
,,,,Martyr Theodota & her three sons,Θεοδότης μάρτυρος & τῶν τριῶν τέκνων αὐτῆς
,,,,,
,,,,"Apostles Silas, Silvan, Crescens, Epenetos & Andronicos of the 70","Σίλα, Σιλουανοῦ, Κρήσκεντος, Ἐπαινετοῦ & Ἀνδρονίκου ἐκ τῶν 70 ἀπ."
,,,,,
,,,,Righteous Evdokimos,Εὐδοκίμου τοῦ δικαίου
,,,,Joseph of Arimathea,Ἰωσὴφ τοῦ ἀπὸ Ἀριμαθαίας
,,,,,
August,2025-08-01,,Note,Dormition Fast Begins,Ἀρχὴ νηστείας τοῦ Δεκαπενταυγούστου
,2025-08-02,,,Procession of the Precious Cross,Πρόοδος τοῦ Τιμίου Σταυροῦ
,2025-08-03,,,Seven Maccabees,Τῶν ἑπτὰ παίδων τῶν Μακκαβαίων
,2025-08-04,,,,
,2025-08-05,Movable,,9th Sunday of Matthew,Θ΄ Ματθαίου
,2025-08-06,,,Translation of the relics of Protomartyr Stephen,Ἀνακομιδὴ τῶν λειψάνων τοῦ πρωτομάρτυρος Στεφάνου
,2025-08-07,,,,
,2025-08-08,,,"Ven. Isaac, Dalmatos & Faustos","Δαλμάτου, Φαύστου & Ἰσαακίου τῶν ὁσίων"
,2025-08-09,,,Myrrh-bearer Salome,Σαλώμης τῆς Μυροφόρου
,2025-08-10,,,Ven. Theodora of Thessalonica,Θεοδώρας ὁσίας τῆς ἐν Θεσσαλονίκῃ
,2025-08-11,,,,
,2025-08-12,,,Seven Youths of Ephesus,Τῶν ἐν Ἐφέσῳ ἑπτὰ παίδων
,2025-08-13,,,Martyr Evdokia,Εὐδοκίας ὁσιομάρτυρος
,2025-08-14,,,,
,2025-08-15,,,Martyr Evsignios,Εὐσιγνίου μάρτυρος
,2025-08-16,,,"Righteous Nonna, mother of St. Gregory the Theologian","Νόννης, μητρὸς Γρηγορίου τοῦ Θεολόγου"
,2025-08-17,,,,
,2025-08-18,,,Transfiguration of Our Savior,Ἡ Μεταμόρφωσις τοῦ Σωτῆρος ἡμῶν Ἰησοῦ Χριστοῦ
,2025-08-19,,,,
,2025-08-20,,,Hieromartyr Dometios the Persian,Δομετίου ὁσιομάρτυρος τοῦ Πέρσου
,2025-08-21,,,Nicanor the Wonderworker,Νικάνορος τοῦ Θαυματουργοῦ
,2025-08-22,,,,
,2025-08-23,,,"Emilian, bishop of Cyzicos","Αἰμιλιανοῦ, ἐπισκόπου Κυζίκου"
,2025-08-24,,,"Myron, bishop of Crete","Μύρωνος, ἐπισκόπου Κρήτης"
,2025-08-25,,,New-martyr Triandafyllos of Zagora,Τριανταφύλλου νεομάρτυρος Ζαγορᾶς
,2025-08-26,,,,
,2025-08-27,Movable,,10th Sunday of Matthew,I΄ Ματθαίου
,2025-08-28,,,Apostle Matthias,Ματθίου τοῦ ἀποστόλου
,2025-08-29,,,Ven. Psoes of Egypt,Ψόη ὁσίου τοῦ Αἰγυπτίου
,2025-08-30,,,,
,2025-08-31,,,Hieromar. Archdeacon Lawrence & Sixtus pope of Rome,"Λαυρεντίου ἀρχιδιακόνου & Ξύστου πάπα Ρώμης, τῶν ἱερομαρτύρων"
,,,,,
,,,,Martyr Euplos the Deacon,Εὔπλου μάρτυρος τοῦ διακόνου
,,,,"Niphon, patriarch of Constantinople","Νήφωνος, Πατρ. ΚΠόλεως"
,,,,,
,,,,Martyrs Photios & Anikitos,Φωτίου & Ἀνικήτου μαρτύρων
,,,,Ven. Palamon of Egypt,Παλάμωνος ὁσ. τοῦ Αἰγυπτίου
,,,,,
,,,,Maximos the Confessor,Μαξίμου τοῦ ὁμολογητοῦ
,,,,Dorotheos & Dositheos of Gaza,Δωροθέου & Δοσιθέου Γάζης
,,,,Tikhon of Zadonsk,Τύχωνος τοῦ Ζαντόνσκ
,,,,,
,,,,Prophet Micah,Μιχαίου τοῦ προφήτου
,,,,Hieromartyr Markellos of Apamea,"Μαρκέλλου ἱερομάρτυρος, ἐπισκόπου Ἀπαμείας"
,,,,,
,,,,Dormition of the Most Holy Theotokos,Ἡ Κοίμησις τῆς Ὑπεραγίας Θεοτόκου
,,,,,
,,Movable,,11th Sunday of Matthew,IA΄ Ματθαίου
,,,,Icon of Our Lord Not-Made-By-Hands,Τοῦ Ἁγίου Μανδηλίου
,,,,Martyr Diomedis the Healer,Διομήδους μάρτ. τοῦ ἰαματικοῦ
,,,,Ven. Joseph the Hesychast,Ἰωσήφ ὁσίου τοῦ Ἡσυχαστοῦ
,,,,,
,,,,Hieromartyr Myron,Μύρωνος ἱερομάρτυρος
,,,,Martyrs Paul & Julianna,Παύλου & Ἰουλιανῆς μαρτύρων
,,,,,
,,,,Martyrs Floros & Lauros,Φλώρου & Λαύρου μαρτύρων
,,,,Ven. John of Rila,Ἰωάννου ὁσίου τῆς Ρίλας
,,,,,
,,,,"Great-martyr Andrew the Commander & the 2,593 soldiers with him",Ἀνδρέου τοῦ στρατηλάτου & τῶν σὺν αὐτῷ 2.593 μαρτύρων
,,,,,
,,,,Prophet Samuel,Σαμουὴλ τοῦ προφήτου
