PaschaOffset,Date,Category,Type,English,Greek
,,,,"Martyr Lucios, the Senator of Cyprus","Λουκίου μάρτυρος, τοῦ βουλευτοῦ Κύπρου"
,,,,,
,,,,Apostle Thaddeus,Θαδδαίου τοῦ ἀποστόλου
,,,,Martyr Vassa & her three sons,Βάσσης μάρτυρος & τῶν τέκνων αὐτῆς
,,,,,
,,,,Martyr Agathonicos & his companions,Ἀγαθονίκου μάρτυρος & τῶν σὺν αὐτῷ
,,,,Virgin-martyr Eulalia,Εὐλαλίας τῆς παρθενομάρτυρος
,,,,Icon of the Theotokos of Prusa,Εἰκόνος τῆς Παναγίας τῆς “Προυσιωτίσσης”
,,,,,
,,Movable,,12th Sunday of Matthew,IB΄ Ματθαίου
,,,,Martyr Lupos,Λούππου μάρτυρος
,,,,Icon of the Theotokos Parigoritissa,Εἰκόνος τῆς Παναγίας τῆς “Παρηγορητίσσης”
,,,,,
,,,,"Hieromartyr Cosmas of Aetolia, Equal-to-the-Apostles","Κοσμᾶ τοῦ Αἰτωλοῦ, ἱερομάρτυρος & ἰσαποστόλου"
,,,,,
,,,,Translation of relics of Apostle Bartholomew,Μετακομιδὴ τῶν λειψάνων τοῦ ἀποστόλου Βαρθολομαίου
,,,,"Titus, bishop of Crete, apostle of the 70","Τίτου ἐπ. Κρήτης, ἀπ. ἐκ τῶν 70"
,,,,,
,,,,Martyrs Adrian & Natalie,Ἀδριανοῦ & Ναταλίας τῶν μαρτύρων
,,,,"Ven. Ioasaph, king of India","Ἰωάσαφ ὁσίου, Βασιλέως Ἰνδῶν "
,,,,,
,,,,Poemen the Great,Ποιμένος τοῦ Μεγάλου
,,,,Martyr Phanurios,Φανουρίου μεγαλομάρτυρος
,,,,"Hosios, bishop of Cordova","Ὁσίου, ἐπισκόπου Κορδούης"
,,,,,
,,,,Ven. Moses the Ethiopian,"Μωϋσέως ὁσίου, τοῦ Αἰθίοπος"
,,,,"Righteous Hezekiah, king of Judah","Δικαίου Ἐζεκία, βασιλέως τοῦ Ἰούδα"
,,,,,
,,,,Beheading of St. John the Baptist,Ἡ ἀποτομὴ τῆς τιμίας κεφαλῆς Ἰωάννου τοῦ Προδρόμου
,,,,,
,,Movable,,13th Sunday of Matthew,ΙΓ΄ Ματθαίου
,,,,"Alexander, John & Paul the New,  patr. of Constantinople","Ἀλεξάνδρου, Ἰωάννου & Παύλου, Πατριαρχῶν ΚΠόλεως"
,,,,,
,,,,Placing of Sash of the Theotokos,Ἡ Κατάθεσις τῆς Τιμίας Ζώνης τῆς Ὑπεραγίας Θεοτόκου
,,,,,
September,2025-09-01,,,Beginning of the Ecclesiastical Year,Ἀρχὴ τῆς Ἰνδίκτου
,2025-09-02,,,Symeon the Stylite & his mother Martha,Συμεὼν τοῦ Στυλίτου & Μάρθας τῆς μητρὸς αὐτοῦ
,2025-09-03,,,Icon of the Theotokos Pammakaristos,Εἰκόνος τῆς Παναγίας τῆς “Παμμακαρίστου”
,2025-09-04,,,,
,2025-09-05,,,Martyr Mamas,Μάμαντος μάρτυρος
,2025-09-06,,,"John the Faster, patriarch of Constantinople","Ἰωάννου τοῦ νηστευτοῦ, Πατριάρχου ΚΠόλεως "
,2025-09-07,,,,
,2025-09-08,,,Hieromartyr Anthimos,Ἀνθίμου ἱερομάρτυρος
,2025-09-09,,,"Translation of the relics of St. Nectarios, bishop of Pentapolis","Ἀνακομιδὴ τῶν λειψάνων τοῦ ἁγ. Νεκταρίου, ἐπ. Πενταπόλεως"
,2025-09-10,,,,
,2025-09-11,,,Prophet Moses,Μωϋσέως τοῦ προφήτου 
,2025-09-12,,,Hieromartyr Babylas,Βαβύλα ἱερομάρτυρος
,2025-09-13,,,Martyr Hermione,Ἑρμιόνης μάρτυρος
,2025-09-14,,,,
,2025-09-15,,,"Prophet Zacharias, father of St. John the Baptist","Ζαχαρίου τοῦ προφήτου, πατρὸς Ἰωάννου τοῦ Προδρόμου"
,2025-09-16,,,,
,2025-09-17,Movable,,14th Sunday of Matthew,IΔ΄ Ματθαίου
,2025-09-18,,,Miracle of the Archangel Michael at Chonae,Ἀνάμνησις τοῦ ἐν Χώναις θαύματος τοῦ Ἀρχαγγέλου Μιχαήλ
,2025-09-19,,,,
,2025-09-20,,,Martyr Sozon,Σώζοντος μάρτυρος
,2025-09-21,,,Cassiani the Hymnographer,Κασσιανῆς τῆς ὑμνογράφου
,2025-09-22,,,,
,2025-09-23,,,Nativity of the Most Holy Theotokos,Τὸ Γενέσιον τῆς Ὑπεραγίας Θεοτόκου
,2025-09-24,,,,
,2025-09-25,,,Right. Joachim & Anna,Σύναξις Ἰωακεὶμ & Ἄννης
,2025-09-26,,,Commem. of the Fathers of the 3rd Ecumenical Council,Μνήμη τῶν Πατέρων τῆς Γ΄ Οἰκουμενικῆς Συνόδου
,2025-09-27,,,,
,2025-09-28,,,"Martyrs Menodora, Metrodora & Nymphodora","Μηνοδώρας, Μητροδώρας & Νυμφοδώρας τῶν μαρτύρων"
,2025-09-29,,,Pulcheria the Empress,Πουλχερίας τῆς Βασιλίσσης
,2025-09-30,,,,
,,,,Theodora of Alexandria,Θεοδώρας Ἀλεξανδρείας
,,,,Euphrosynos the Cook,Εὐφροσύνου τοῦ μαγείρου
,,,,,
,,,,Hieromartyr Autonomos,Αὐτονόμου ἱερομάρτυρος
,,,,Hieromartyr Coronatos of Iconium,"Κουρνούτου ἱερομάρτυρος, ἐπισκόπου Ἰκονίου"
,,,,,
,,DRS,,Sunday before the Elevation,Πρὸ τῆς Ὑψώσεως
,,,,Consecration of the Church of the Resurrection at Jerusalem,Ἐγκαίνια τοῦ ἐν Ἱερουσαλήμ ναοῦ τῆς Ἀναστάσεως
,,,,Hieromartyr Cornelios the Centurion,Κορνηλίου ἑκατοντάρχου
,,,,,
,,,,Elevation of the Precious and Life-Giving Cross,Ἡ Ὕψωσις τοῦ Τιμίου καὶ Ζωοποιοῦ Σταυροῦ
,,,,,
,,,,Great-martyr Nicetas the Goth,Νικήτα μεγαλομάρτυρος τοῦ Γότθου
,,,,"Symeon, archbishop of Thessalonica","Συμεών, ἀρχιεπ. Θεσσαλονίκης"
,,,,,
,,,,Great-martyr Euphemia,Εὐφημίας μεγαλομάρτυρος
,,,,Martyr Ludmilla,Λουδμίλλας μάρτυρος Τσεχίας
,,,,,
,,,,"Martyrs Sophia, Faith, Hope & Love","Σοφίας, Πίστεως, Ἐλπίδος & Ἀγάπης τῶν μαρτύρων"
,,,,Hieromartyrs Heraclidios & Myron of Cyprus,"Ἡρακλειδίου & Μύρωνος, ἱερομαρτύρων τῆς Κύπρου"
,,,,,
,,,,Martyr Ariadni,Ἀριάδνης μάρτυρος
,,,,,
,,,,"Martyrs Trophimos, Sabbatios & Dorymedon","Τροφίμου, Σαββατίου & Δορυμέδοντος τῶν μαρτύρων"
,,,,,
,,DRS,,Sunday after the Elevation,Μετὰ τὴν Ὕψωσιν
,,,,Gr. martyr Eustathios & his family,Εὐσταθίου μεγαλομάρτυρος & τῶν σὺν αὐτῷ
,,,,,
,,,,Apostle Codratos of the 70,Κοδράτου ἀποστόλου ἐκ τῶν 70
,,,,Prophet Jonah,Ἰωνᾶ τοῦ προφήτου
,,,,,
,,,,Hieromartyr Phocas,Φωκᾶ ἱερομάρτυρος
,,,,"26 martyrs of Zographou Monastery, Mt. Athos, martyred by the Latins",Τῶν ἐν τῇ Μονῇ Ζωγράφου 26 μαρτύρων τῶν ὑπὸ Λατίνων μαρτυρησάντων
,,,,,
,,,,Conception of St. John the Baptist,Σύλληψις τοῦ Τιμίου Προδρόμου
,,,,Ven. Xanthippi & Polyxeni,Ξανθίππης & Πολυξένης τῶν ὁσίων
,,,,,
,,,,"First Woman-Martyr Thecla, Equal-to-the Apostles",Θέκλης πρωτομάρτυρος & ἰσαπόστολου
,,,,Ven. Silouan the Athonite,Σιλουανοῦ ὁσίου τοῦ Ἀθωνίτου
,,,,,
,,,,Ven. Euphrosyne of Alexandria,Εὐφροσύνης ὁσίας
,,,,Monk-martyr Paphnutios,Παφνουτίου ὁσιομάρτυρος
,,,,Ven. Sergios of Radonezh,Σεργίου ὁσίου τοῦ Ραντονέζ
,,,,,
,,,,Apostle John the Theologian,Ἰωάννου τοῦ Θεολόγου & Εὐαγγελιστοῦ
,,,,Righteous Gideon,Γεδεὼν τοῦ δικαίου
,,,,,
,,DRS,,1st Sunday of Luke,Α΄ Λουκᾶ
,,,,Martyr Callistratos & his companions,Καλλιστράτου μάρτυρος & τῶν σὺν αὐτῷ
,,,,"Apostles Aristarchos, Zenas, Mark of the 70","Ἀριστάρχου, Μάρκου & Ζήνωνος ἐκ τῶν 70 ἀπ."
,,,,,
,,,,Chariton the Confessor,Χαρίτωνος τοῦ ὁμολογητοῦ
,,,,Prophet Baruch,Βαρούχ τοῦ προφήτου
,,,,Neophytos the Recluse of Cyprus,Νεοφύτου τοῦ ἐγκλείστου τῆς Κύπρου
,,,,,
,,,,Kyriakos the anchorite,Κυριακοῦ τοῦ ἀναχωρητοῦ
,,,,Gr. martyr Govdelaas,Γοβδελαᾶ τοῦ μεγαλομάρτυρος
,,,,Martyr Gudelia of Persia,Γουδελίας μάρτυρος τῆς Περσίδος
,,,,,
,,,,Hieromartyr Gregory of Armenia,"Γρηγορίου ἱερομάρτυρος, ἐπισκ. Ἀρμενίας"
,,,,Martyrs Rhipsimia & Gaiani,Ριψιμίας & Γαϊανῆς τῶν μαρτύρων
,,,,,
October,2025-10-01,,,Holy Protection of the Mother of God,Ἡ Ἁγία Σκέπη τῆς Θεοτόκου
,2025-10-02,,,Apostle Ananias of the 70,Ἀνανίου ἐκ τῶν 70 ἀποστόλων
,2025-10-03,,,Romanos the Melodist,Ῥωμανοῦ τοῦ μελωδοῦ
,2025-10-04,,,,
,2025-10-05,,,Hieromartyr Cyprian and Virgin-martyr Justina,Κυπριανοῦ ἱερομάρτυρος & Ἰουστίνης παρθενομάρτυρος
,2025-10-06,,,,
,2025-10-07,,,Hieromartyr Dionysios the Areopagite,Διονυσίου ἱερομάρτυρος τοῦ Ἀρεοπαγίτου
,2025-10-08,,,John the Hozebite,Ἰωάννου τοῦ Χοζεβίτου
,2025-10-09,,,,
,2025-10-10,DRS,,2nd Sunday of Luke,Β΄ Λουκᾶ
,2025-10-11,,,"Hierotheos, bishop of Athens","Ἱεροθέου, ἐπισκόπου Ἀθηνῶν"
,2025-10-12,,,Ven. Ammoun of Egypt,Ἀμμοῦν ὁσίου τοῦ Αἰγυπτίου
,2025-10-13,,,,
,2025-10-14,,,Martyr Charitina,Χαριτίνης μάρτυρος
,2025-10-15,,,Ven. Methodia of Kimolos,Μεθοδίας ὁσίας τῆς ἐν Κιμώλῳ
,2025-10-16,,,,
,2025-10-17,,,Apostle Thomas,Θωμᾶ τοῦ ἀποστόλου
,2025-10-18,,,Martyr Eroteis,Ἐρωτηίδος μάρτυρος
,2025-10-19,,,,
,2025-10-20,,,Martyrs Sergius & Bacchus,Σεργίου & Βάκχου μαρτύρων
,2025-10-21,,,Hieromartyr Julian,Ἰουλιανοῦ ἱερομάρτυρος
,2025-10-22,,,Hieromartyr Polychronios,Πολυχρονίου ἱερομάρτυρος
,2025-10-23,,,,
,2025-10-24,,,Virgin-martyr Pelagia,Πελαγίας τῆς παρθενομάρτυρος
,2025-10-25,,,Ven. Pelagia,Πελαγίας τῆς ὁσίας
,2025-10-26,,,Ven. Taisia,Ταϊσίας τῆς ὁσίας
,2025-10-27,,,,
,2025-10-28,,,"Apostle James, son of Alphaeos",Ἰακώβου Ἀλφαίου τοῦ ἀποστ.
,2025-10-29,,,Ven. Andronicos & Athanasia,Ἀνδρονίκου & Ἀθανασίας ὁσίων
,2025-10-30,,,,
,2025-10-31,,,Martyrs Eulampios & his sister Eulampia,Εὐλαμπίου & Εὐλαμπίας τῶν αὐταδέλφων & μαρτύρων
,,,,Ven. Bassian of Constantinople,Βασιανοῦ ὁσίου ΚΠόλεως
,,,,Ven. Ambrosy of Optina,Ἀμβροσίου ὁσ. τῆς Ὄπτινα
,,,,,
,,DRS,,Holy Fathers of the 7th Ecumenical Council,Τῶν ἁγ. Πατέρων τῆς Ζ΄ Οἰκουμενικῆς Συνόδου
,,,,"Deacon Philip, Apostle of the 70",Φιλίππου τοῦ διακόνου & ἀποστόλου ἐκ τῶν 70
,,,,,
,,,,"Martyrs Probos, Tarachos & Andronicos","Πρόβου, Ταράχου & Ἀνδρονίκου τῶν μαρτύρων"
,,,,Symeon the New Theologian,Συμεών τοῦ νέου Θεολόγου  
,,,,,
,,,,"Martyrs Carpos, Papylos, Agathodoros & Agathonica","Κάρπου, Παπύλου, Ἀγαθοδώρου & Ἀγαθονίκης τῶν μαρτύρων"
,,,,New-martyr Chrysi,Χρυσῆς τῆς νεομάρτυρος
,,,,,
,,,,"Martyrs Nazarios, Celsos, Gervasios & Protasios","Ναζαρίου, Κελσίου, Γερβασίου & Προτασίου τῶν μαρτύρων"
,,,,Cosmas the Hymnographer,Κοσμᾶ τοῦ μελωδοῦ
,,,,,
,,,,Hieromartyr Lucian of Antioch,Λουκιανοῦ ἱερομάρτυρος
,,,,Barsos the Confessor,Βάρσου τοῦ ὁμολογητοῦ
,,,,,
,,,,Martyr Longinos the Centurion,"Λογγίνου μάρτυρος, τοῦ ἑκατοντάρχου"
,,,,Martyr Leontios,Λεοντίου μάρτυρος
,,,,,
,,,,Prophet Hosea,Ὠσηὲ τοῦ προφήτου
,,,,Hieromartyr Andrew in “the Judgment”,Ἀνδρέου ἱερομάρτυρος τοῦ ἐν τῃ “Κρίσει”
,,,,,
,,DRS,,3rd Sunday of Luke,Γ΄ Λουκᾶ
,,,,Apostle Luke the Evangelist,Λουκᾶ τοῦ ἀποστόλου & Εὐαγγελιστοῦ
,,,,Martyr Marinos,Μαρίνου μάρτυρος
,,,,,
,,,,Prophet Joel,Ἰωὴλ τοῦ προφήτου
,,,,Martyr Varus,Οὐάρου μάρτυρος
,,,,John of Rila,Ἰωάννου τοῦ ἐν Ρίλᾳ
,,,,John of Kronstadt,Ἰωάννου τῆς Κρoνστάνδης
,,,,,
,,,,Great-martyr Artemios,Ἀρτεμίου μεγαλομάρτυρος
,,,,Ven. Matrona of Chios,Ματρώνης ὁσ. τῆς Χιοπολίτιδος
,,,,Ven. Gerasimos of Cephallonia,Γερασίμου τοῦ ἐν Κεφαλληνίᾳ
,,,,,
,,,,Hilarion the Great,Ἱλαρίωνος τοῦ Μεγάλου
,,,,Martyrs Socrates & Theodoti,Σωκράτους & Θεοδότης τῶν μαρτύρων
,,,,Ven. Christodoulos of Patmos,Χριστοδούλου ὁσ. ἐν Πάτμῳ
,,,,,
,,,,"Averkios of Hieropolis, Equal-to-the-Apostles","Ἀβερκίου Ἱεραπόλεως, τοῦ ἰσαποστόλου"
,,,,Ven. Lot & Rufos of Egypt,"Λὼτ & Ῥούφου ὁσίων, τῶν ἐν Αἰγύπτῳ"
,,,,,
,,,,"Apostle James, brother of the Lord, first bishop of Jerusalem","Ἰακώβου τοῦ Ἀδελφοθέου, πρώτου ἐπισκόπου Ἱεροσολύμων"
,,,,,
,,,,Great-martyr Arethas & his companions,Ἀρέθα μεγαλομάρτυρος καὶ τῶν σὺν αὐτῷ
,,,,Martyr Sebastiani,Σεβαστιανῆς μάρτυρος
,,,,,
,,DRS,,6th Sunday of Luke,ΣΤ΄ Λουκᾶ
,,,,Martyrs Marcian & Martyrios,Ταβιθᾶς τῆς ἐλεήμονος
,,,,Tabitha the Almsgiver,
,,,,,
,,,,Great-martyr Demetrios the Myrrhgusher,"Δημητρίου μεγαλομάρτυρος, τοῦ μυροβλύτου"
,,,,,
,,,,Martyr Nestor,Νέστορος μάρτυρος
,,,,Martyr Lupos,Λούππου μάρτυρος
,,,,"Procla, wife of Pontius Pilate","Πρόκλης, συζύγου τοῦ Ποντίου Πιλάτου"
,,,,,
,,,,Martyrs Terence & Neonilla & their 7 children,"Τερεντίου, Νεονίλλης μαρτύρων & τῶν ἑπτὰ τέκνων αὐτῶν"
,,,,Ven. Stephen the hymnographer,Στεφάνου ὁσίου & ὑμνογράφου
,,,,,
,,,,Virgin-martyr Anastasia of Rome,Ἀναστασίας παρθενομάρτυρος τῆς Ρωμαίας
,,,,Ven. Abramios & his niece Mary,"Ἀβραμίου ὁσίου & Μαρίας ὁσίας, τῆς ἀνεψιᾶς αὐτοῦ"
,,,,,
,,,,"Apostles Cleopas, Artemas, Tertios, Mark & Justos of the 70","Κλεόπα, Ἀρτεμᾶ, Τερτίου, Μάρκου & Ἰούστου ἐκ τῶν 70 ἀποστόλων"
,,,,Martyrs Zenobios & Zenobia,Ζηνοβίου & Ζηνοβίας τῶν μαρτ.
,,,,,
,,,,"Apostles Stachys, Apelles, Amplias & Aristobulos of the 70","Στάχυος, Ἀπελλοῦ, Ἀμπλίου & Ἀριστοβούλου ἐκ τῶν 70 ἀπ."
,,,,,
,2025-11-01,DRS,Feast,5th Sunday of Luke,Κοσμᾶ & Δαμιανοῦ Ἀναργύρων
,2025-11-01,,Saint,Unmercenaries Cosmas & Damian,Δαβἰδ ὁσίου τοῦ ἐν Εὐβοίᾳ
,2025-11-01,,Saint,Ven. David of Evia,
,2025-11-01,Special,Note,Daylight Savings Time ends Turn clocks back 1 hour,
,2025-11-02,,,"Martyrs Akindynos, Pegasios, Aphthonios, Elpidophoros & Anempodistos","Ἀκινδύνου, Πηγασίου, Ἀφθονίου, Ἐλπιδοφόρου & Ἀνεμποδίστου τῶν μαρτύρων"
,2025-11-03,,,The consecration of the church of Great-martyr George in Lydda,Ἀνάμνησις ἐγκαινίων τοῦ ναοῦ τοῦ ἁγ. μεγαλομάρτυρος Γεωργίου στὴ Λύδδα
,2025-11-04,,,Ioannikios the Great,Ἰωαννικίου τοῦ Μεγάλου
,2025-11-04,,,Hieromartyrs Nicander & Hermeos,Νικάνδρου & Ἑρμαίου τῶν ἱερομαρτύρων
,2025-11-05,,,Mart. Galaction & Epistemi,Γαλακτίωνος & Ἐπιστήμης τῶν μαρτύρων
,2025-11-05,,,"Ap. Hermas, Patrobos, Linos, Gaios & Philologos of the 70","Ἑρμᾶ, Πατρόβα, Λίνου, Γαΐου & Φιλολόγου ἐκ τῶν 70"
,2025-11-06,,,"Paul the Confessor, archbishop of Constantinople","Παύλου, ἀρχιεπ. ΚΠόλεως τοῦ ὁμολογητοῦ"
,2025-11-06,,,Paul the Fool-for-Christ,Παύλου τοῦ διὰ Χριστὸν σαλοῦ
,2025-11-07,,,33 Martyrs of Melitini,Τῶν ἐν Μελιτηνῇ 33 μαρτύρων
,2025-11-07,,,Lazaros the Stylite of Mount Galesion,"Λαζάρου στυλίτου, τοῦ Γαλησιώτου"
,2025-11-08,DRS,,7th Sunday of Luke,Ζ΄ Λουκᾶ
,2025-11-08,,,Synaxis of the Holy Archangels Michael and Gabriel and all the Bodiless Powers,Ἡ σύναξις τῶν Ἁγ. Ἀρχαγγέλων Μιχαὴλ καὶ Γαβριὴλ & πασῶν τῶν ἀσωμάτων δυνάμεων
,2025-11-09,,,"Nectarios, bishop of Pentapolis","Νεκταρίου, ἐπ. Πενταπόλεως"
,2025-11-09,,,Ven. Matrona of Constantinople,Ματρώνης ὁσ. τῆς ΚΠόλεως
,2025-11-09,,,Symeon Metaphrastes,Συμεών τοῦ Μεταφραστοῦ
,2025-11-10,,,"Apostles Olympas, Sosipater, Herodion, Erastos & Quartos of the 70","Ὀλυμπᾶ, Σωσιπάτρου, Ῥοδίωνος, Ἐράστου & Κουάρτου ἐκ τῶν 70 ἀποστόλων"
,2025-11-10,,,Ven. Arsenios the Cappadocian,Ἀρσενίου ὁσίου τοῦ Καππαδόκου
,2025-11-11,,,Great-martyr Menas,Μηνᾶ μεγαλομάρτυρος
,2025-11-11,,,"Martyrs Victor, Vincent & Stephanis","Βίκτωρος, Βικεντίου & Στεφανίδος τῶν μαρτύρων"
,2025-11-11,,,Theodore the Studite,Θεοδώρου τοῦ Στουδίτου
,2025-11-12,,,John the Merciful,Ἰωάννου τοῦ Ἐλεήμονος
,2025-11-12,,,Nilos the Myrrhgusher,Νείλου τοῦ μυροβλύτου
,2025-11-12,,,"Martin, bishop of Tours","Μαρτίνου, ἐπισκόπου Ταρακίνης"
,2025-11-13,,,John Chrysostom,Ἰωάννου τοῦ Χρυσοστόμου
,2025-11-13,,,New-martyr Damascene of Constantinople,"Δαμασκηνοῦ τοῦ νεομάρτυρος, ἐκ ΚΠόλεως"
,2025-11-14,,,Apostle Philip,Φιλίππου τοῦ ἀποστόλου
,2025-11-14,,,Gregory Palamas,Γρηγορίου τοῦ Παλαμᾶ
,2025-11-14,,,New-martyr Constantine of Hydra,Κωνσταντίνου νεομάρτυρος τοῦ Ὑδραίου
,2025-11-15,DRS,Feast,8th Sunday of Luke,H΄ Λουκᾶ
,2025-11-15,,Note,Nativity Fast Begins,Ἀρχὴ νηστείας Χριστουγέννων
,2025-11-15,,Saint,"Martyrs Guria, Shamuna & Habib","Γουρία, Σαμωνᾶ & Ἀβίβου τῶν μαρτύρων"
,2025-11-16,,,Apostle Matthew the Evangelist,Ματθαίου τοῦ ἀποστόλου & Εὐαγγελιστοῦ
,2025-11-17,,,"Gregory the Wonder-worker, bishop of Neocaesarea",Γρηγορίου ἐπισκ. Νεοκαισαρείας τοῦ θαυματουργοῦ
,2025-11-18,,,Martyrs Platon & Romanos,Πλάτωνος & Ῥωμανοῦ μαρτύρων
,2025-11-18,,,Martyrs Zacchaios & Alphaeos,Ζακχαίου & Ἀλφαίου μαρτύρων
,2025-11-19,,,Prophet Obadiah,Ἁβδιοὺ τοῦ προφήτου
,2025-11-19,,,Martyr Barlaam,Βαρλαὰμ μάρτυρος
,2025-11-20,,,Gregory of Decapolis,Γρηγορίου τοῦ Δεκαπολίτου
,2025-11-20,,,"Proclos, archbishop of Constantinople","Πρόκλου, ἀρχιεπ. ΚΠόλεως"
,2025-11-20,,,Mart. Nerses & Joseph,Νιρσᾶ & Ἰωσήφ τῶν μαρτ.
,2025-11-21,,,Entry into the Temple of the Most-Holy Theotokos,Τὰ Εἰσόδια τῆς Ὑπεραγίας Θεοτόκου
,2025-11-22,DRS,,9th Sunday of Luke,Θ΄ Λουκᾶ
,2025-11-22,,,"Apostles Philemon, Apphia, Archippos & Onisimos of the 70","Φιλήμονος & Ἀπφίας, Ἀρχίππου, Ὀνησίμου ἐκ τῶν 70 ἀποστόλων"
,2025-11-22,,,Ven. Iakovos of Evia,Ἰακώβου ὁσίου τοῦ ἐν Εὐβοίᾳ
,2025-11-23,,,"Amphilochios, bishop of Iconium","Ἀμφιλοχίου, ἐπισκόπου Ἰκονίου"
,2025-11-23,,,"Gregory, bishop of Agrigentum","Γρηγορίου, ἐπισκ. Ἀκραγαντίνων"
,2025-11-23,,,Prince Alexander Nevsky,"Ἀλεξάνδρου Νέβσκι, πρίγκηπος"
,2025-11-24,,,"Hieromartyrs Clement, pope of Rome and Peter, archbishop of Alexandria","Κλήμεντος Ῥώμης & Πέτρου Ἀλεξανδρείας, ἱερομαρτύρων"
,2025-11-24,,,Hermogenes of Agrigentum,"Ἑρμογένους, ἐπ.  Ἀκραγαντίνων"
,2025-11-25,,,Great-martyr Catherine,Αἰκατερίνης μεγαλομάρτυρος
,2025-11-25,,,Great-martyr Mercurios,Μερκουρίου μεγαλομάρτυρος
,2025-11-26,,,Alypios the Stylite,Ἀλυπίου ὁσίου τοῦ στυλίτου
,2025-11-26,,,"Nikon, preacher of repentance",Νίκωνος τοῦ “Μετανοεῖτε”
,2025-11-26,,,Ven. Stylianos of Paphlagonia,Στυλιανοῦ ὁσ. τοῦ Παφλαγόνος
,2025-11-27,,,Great-martyr James of Persia,Ἰακώβου μεγαλομάρτυρος τοῦ Πέρσου
,2025-11-27,,,Pinuphrios of Egypt,Πινουφρίου τοῦ Αἰγυπτίου
,2025-11-28,,,"Stephen the New, martyr & confessor","Στεφάνου τοῦ νέου, μάρτυρος & ὁμολογητοῦ"
,2025-11-28,,,Martyr Irenarchos,Εἰρηνάρχου μάρτυρος
,2025-11-29,DRS,,13th Sunday of Luke,IΓ΄ Λουκᾶ
,2025-11-29,,,Martyrs Paramonos & Philumenos,Παραμόνου & Φιλουμένου τῶν μαρτύρων
,2025-11-29,,,Pitirim of Egypt,Πιτυροῦν τοῦ Αἰγυπτίου
,2025-11-30,,,Apostle Andrew the First-called,"Ἀνδρέου ἀπ., τοῦ Πρωτοκλήτου"
,2025-11-30,,,"Frumentios, bishop of Abyssinia","Φρουμεντίου, ἐπ. Ἀβησσυνίας"
,2025-12-01,,,Prophet Nahum,Ναοὺμ τοῦ προφήτου
,2025-12-01,,,Philaret the Merciful,Φιλαρέτου τοῦ ἐλεήμονος
,2025-12-02,,,Prophet Habbakuk,Ἀββακοὺμ τοῦ προφήτου
,2025-12-02,,,Martyr Meropi of Chios,Μυρόπης μάρτυρος τῆς ἐν Χίῳ
,2025-12-02,,,Ven. Porphyrios of Kavsokalyvia,Πορφυρίου ὁσίου τοῦ Καυσοκαλυβίτου
,2025-12-03,,,Prophet Zephaniah,Σοφονίου τοῦ προφήτου
,2025-12-03,,,John the Hesychast of St. Sabbas Monastery,Ἰωάννου Ἡσυχαστοῦ τοῦ Σαββαΐτου
,2025-12-04,,,Great-martyr Barbara,Βαρβάρας μεγαλομάρτυρος
,2025-12-04,,,John of Damascus,Ἰωάννου τοῦ Δαμασκηνοῦ
,2025-12-05,,,Ven. Sabbas the Sanctified,Σάββα ὁσίου τοῦ Ἡγιασμένου
,2025-12-05,,,Monks of Karyes (Mt. Athos) martyred by the Latins,"Ὁσιομαρτύρων Καρεωτῶν, τῶν ὑπό λατινοφρόνων μαρτυρησάντων"
,2025-12-06,DRS,,10th Sunday of Luke,I΄ Λουκᾶ
,2025-12-06,,,"Nicholas the Wonder-worker, archbishop of Myra in Lycia","Νικολάου, ἐπισκόπου Μύρων τῆς Λυκίας, τοῦ θαυματουργοῦ"
,2025-12-07,,,"Ambrose, bishop of Milan","Ἀμβροσίου, ἐπισκ. Μεδιολάνων"
,2025-12-07,,,Martyr Athenodoros,Ἀθηνοδώρου μάρτυρος
,2025-12-08,,,"Ap. Sosthenes, Apollos, Tychicos, Cephas, Epaphroditos, Caesar & Onesiphoros of the 70","Σωσθένους, Ἀπολλώ, Τυχικοῦ, Κηφᾶ, Ἐπαφροδίτου, Καίσαρος & Ὀνησιφόρου ἐκ τῶν 70 ἀπ."
,2025-12-09,,,Conception by St. Anna of  the Theotokos,"Ἡ σύλληψις τῆς ἁγ. Ἄννης, μητρὸς τῆς Θεοτόκου"
,2025-12-09,,,Prophetess Hannah,Ἄννης τῆς προφήτιδος
,2025-12-10,,,"Martyrs Menas, Hermogenes & Eugraphos","Μηνᾶ, Ἑρμογένους & Εὐγράφου τῶν μαρτύρων"
,2025-12-10,,,Ven. Thomas Defourkinos,Θωμᾶ ὁσίου Δεφουρκίνου
,2025-12-11,,,Daniel the Stylite,Δανιὴλ τοῦ στυλίτου
,2025-12-11,,,Ven. Leontios,Λεοντίου ὁσίου
,2025-12-12,,,"Spyridon the Wonder-worker, bishop of Trymithus","Σπυρίδωνος, ἐπισκ. Τριμυθοῦντος"
,2025-12-13,DRS,,Sunday of the Holy Ancestors of Christ,Τῶν Ἁγίων Προπατόρων
,2025-12-13,,,Martyr Eustratios & his companions,Εὐστρατίου & τῶν σὺν αὐτῷ μαρτύρων
,2025-12-13,,,Ven. Herman of Alaska,Γερμανοῦ ὁσίου τοῦ ἐν Ἀλάσκᾳ
,2025-12-14,,,"Martyrs Thyrsos, Leukios & Kallinicos","Θύρσου, Λευκίου & Καλλινίκου τῶν μαρτύρων"
